"ARN","WorkloadName","WorkloadId","Environment","Industry","Owner","ReviewDate"
"arn:aws:wellarchitected:us-west-2:729265419250:workload/137efa0cd2ae60cdd232ce736beaf3ae","SRSA_08_2025","137efa0cd2ae60cdd232ce736beaf3ae",,,"729265419250","2025-11-30T13:16:18-06:00"
