account_id,region,db_instance_identifier,db_name,engine,engine_version,db_instance_class,instance_family,multi_az,storage_type,allocated_storage_gb,max_allocated_storage_gb,storage_encrypted,kms_key_id,publicly_accessible,vpc_id,subnet_group_name,environment,application_name,avg_cpu_30d,avg_freeable_memory_30d_mb,avg_free_storage_gb,instance_create_time,days_since_create,backup_retention_period,latest_restorable_time,rightsizing_action,recommended_instance_class,recommendation_reason,storage_recommendation
508093650048,us-west-2,clearhouse,,mariadb,10.11.13,db.t3.micro,db.t3,Yes,gp3,250,1000,Yes,arn:aws:kms:us-west-2:508093650048:key/423ffa90-a748-4f56-a942-2ac3b6ca9478,No,vpc-038013c189bd7dcff,db-subnet-group-qa,NonProd,Unknown,2.33,188.78,240.20,2022-11-09 15:38:45,1121,1,2025-12-04 19:50:00,Keep,db.t3.micro,Low CPU (2.3%) but already smallest type,
508093650048,us-west-2,cortado-qa,,mysql,8.0.42,db.m5.large,db.m5,Yes,gp2,200,0,No,,No,vpc-038013c189bd7dcff,cortado-qa-db-subnet-group,Prod,Unknown,2.95,6125.82,191.60,2025-04-29 02:13:34,219,35,2025-12-04 19:50:00,Keep,db.m5.large,Low CPU (2.9%) but already smallest type,Consider converting gp2→gp3
508093650048,us-west-2,domain-services,,aurora-postgresql,15.12,db.serverless,db,No,aurora,1,0,Yes,arn:aws:kms:us-west-2:508093650048:key/423ffa90-a748-4f56-a942-2ac3b6ca9478,No,vpc-038013c189bd7dcff,aurora-public-subnet-group,NonProd,Unknown,6.59,13685.00,,2024-12-31 19:11:55,338,5,,Downsize,db.serverless,Low CPU (6.6%) but no smaller type available,
508093650048,us-west-2,ds-administration,,postgres,13.20,db.t4g.small,db.t4g,No,gp3,100,0,Yes,arn:aws:kms:us-west-2:508093650048:key/423ffa90-a748-4f56-a942-2ac3b6ca9478,No,vpc-038013c189bd7dcff,db-subnet-group-qa,NonProd,Unknown,4.14,1134.78,95.00,2024-05-15 17:05:35,568,1,2025-12-04 19:49:31,Downsize,db.t4g.small,Low CPU (4.1%) but no smaller type available,
508093650048,us-west-2,intappactlog,intappactlog,aurora-postgresql,15.12,db.serverless,db,No,aurora,1,0,Yes,arn:aws:kms:us-west-2:508093650048:key/423ffa90-a748-4f56-a942-2ac3b6ca9478,No,vpc-038013c189bd7dcff,intappactlog-public-subnet-group,NonProd,Unknown,13.43,6408.29,,2025-08-14 17:20:24,112,5,,Downsize,db.serverless,Low CPU (13.4%) but no smaller type available,
508093650048,us-west-2,intctrl,,postgres,14.17,db.t3.large,db.t3,Yes,gp3,250,0,Yes,arn:aws:kms:us-west-2:508093650048:key/423ffa90-a748-4f56-a942-2ac3b6ca9478,No,vpc-038013c189bd7dcff,public-db-subnet-group-qa,NonProd,Unknown,4.69,4879.64,241.11,2022-11-09 15:38:45,1121,1,2025-12-04 19:49:34,Downsize,db.t3.medium,Low CPU utilization (4.7%),
508093650048,us-west-2,laa-authz,,postgres,13.20,db.t4g.small,db.t4g,No,gp3,100,0,Yes,arn:aws:kms:us-west-2:508093650048:key/423ffa90-a748-4f56-a942-2ac3b6ca9478,No,vpc-038013c189bd7dcff,db-subnet-group-qa,NonProd,Unknown,4.74,1093.05,95.02,2024-10-15 21:43:57,414,1,2025-12-04 19:49:34,Downsize,db.t4g.small,Low CPU (4.7%) but no smaller type available,
508093650048,us-west-2,lad,,postgres,13.20,db.t4g.medium,db.t4g,No,gp3,100,0,Yes,arn:aws:kms:us-west-2:508093650048:key/423ffa90-a748-4f56-a942-2ac3b6ca9478,No,vpc-038013c189bd7dcff,db-subnet-group-qa,NonProd,Unknown,4.10,2885.57,94.80,2022-06-16 19:06:13,1267,1,2025-12-04 19:49:30,Downsize,db.t4g.medium,Low CPU (4.1%) but no smaller type available,
508093650048,us-west-2,ms-bankch-validation,,postgres,13.20,db.t4g.small,db.t4g,No,gp3,100,0,Yes,arn:aws:kms:us-west-2:508093650048:key/423ffa90-a748-4f56-a942-2ac3b6ca9478,No,vpc-038013c189bd7dcff,db-subnet-group-qa,NonProd,Unknown,4.17,1141.39,95.01,2023-03-27 20:59:18,982,1,2025-12-04 19:49:34,Downsize,db.t4g.small,Low CPU (4.2%) but no smaller type available,
508093650048,us-west-2,ms-bank-validation,,postgres,13.20,db.t4g.small,db.t4g,No,gp3,100,0,Yes,arn:aws:kms:us-west-2:508093650048:key/423ffa90-a748-4f56-a942-2ac3b6ca9478,No,vpc-038013c189bd7dcff,db-subnet-group-qa,NonProd,Unknown,4.24,1133.12,95.01,2022-07-01 16:41:52,1252,1,2025-12-04 19:49:34,Downsize,db.t4g.small,Low CPU (4.2%) but no smaller type available,
