account_id,region,db_instance_identifier,db_name,engine,engine_version,db_instance_class,instance_family,multi_az,storage_type,allocated_storage_gb,max_allocated_storage_gb,storage_encrypted,kms_key_id,publicly_accessible,vpc_id,subnet_group_name,environment,application_name,avg_cpu_30d,avg_freeable_memory_30d_mb,avg_free_storage_gb,instance_create_time,days_since_create,backup_retention_period,latest_restorable_time,rightsizing_action,recommended_instance_class,recommendation_reason,storage_recommendation
145462881720,us-east-1,cortado-qa,,mysql,8.0.42,db.m5.large,db.m5,Yes,gp2,200,0,No,,No,vpc-01282ac99e67887c4,cortado-qa-db-subnet-group,Prod,Unknown,2.50,6265.92,191.58,2024-04-30 13:22:07,583,35,2025-12-04 19:40:00,Keep,db.m5.large,Low CPU (2.5%) but already smallest type,Consider converting gp2→gp3
145462881720,us-east-1,cortado-staging,,mysql,8.0.42,db.m6i.large,db.m6i,Yes,gp2,200,0,No,,No,vpc-0a4a0a0a4988653fc,cortado-staging-db-subnet-group,Prod,Unknown,2.02,6125.04,191.35,2022-09-14 22:04:59,1176,35,2025-12-04 19:40:00,Downsize,db.m6i.large,Low CPU (2.0%) but no smaller type available,Consider converting gp2→gp3
