account_id,region,db_instance_identifier,db_name,engine,engine_version,db_instance_class,instance_family,multi_az,storage_type,allocated_storage_gb,max_allocated_storage_gb,storage_encrypted,kms_key_id,publicly_accessible,vpc_id,subnet_group_name,environment,application_name,avg_cpu_30d,avg_freeable_memory_30d_mb,avg_free_storage_gb,instance_create_time,days_since_create,backup_retention_period,latest_restorable_time,rightsizing_action,recommended_instance_class,recommendation_reason,storage_recommendation
163799539090,us-west-2,ms-deal-overview,,postgres,13.20,db.t4g.small,db.t4g,No,gp3,100,0,Yes,arn:aws:kms:us-west-2:163799539090:key/2fed0b3e-6080-42b6-95f8-ad464732f925,No,vpc-0fefdc45dcc9cdf56,db-subnet-group-stage,NonProd,Unknown,4.14,1134.94,94.99,2022-11-16 22:15:00,1113,1,2025-12-04 19:54:31,Downsize,db.t4g.small,Low CPU (4.1%) but no smaller type available,
163799539090,us-west-2,ms-deal-shareholder,,postgres,13.20,db.t4g.small,db.t4g,No,gp3,100,0,Yes,arn:aws:kms:us-west-2:163799539090:key/2fed0b3e-6080-42b6-95f8-ad464732f925,No,vpc-0fefdc45dcc9cdf56,db-subnet-group-stage,NonProd,Unknown,4.19,717.79,92.72,2022-07-21 19:03:23,1232,1,2025-12-04 19:54:32,Downsize,db.t4g.small,Low CPU (4.2%) but no smaller type available,
163799539090,us-west-2,ms-deal-timeline,,postgres,13.20,db.t4g.small,db.t4g,No,gp3,100,0,Yes,arn:aws:kms:us-west-2:163799539090:key/2fed0b3e-6080-42b6-95f8-ad464732f925,No,vpc-0fefdc45dcc9cdf56,db-subnet-group-stage,NonProd,Unknown,4.35,1135.03,95.01,2022-06-07 21:26:12,1275,1,2025-12-04 19:59:32,Downsize,db.t4g.small,Low CPU (4.3%) but no smaller type available,
163799539090,us-west-2,ms-deal-wire-instructions,,postgres,13.20,db.t4g.small,db.t4g,No,gp3,100,0,Yes,arn:aws:kms:us-west-2:163799539090:key/2fed0b3e-6080-42b6-95f8-ad464732f925,No,vpc-0fefdc45dcc9cdf56,db-subnet-group-stage,NonProd,Unknown,4.18,1131.71,94.97,2023-09-25 18:13:26,801,1,2025-12-04 19:54:34,Downsize,db.t4g.small,Low CPU (4.2%) but no smaller type available,
163799539090,us-west-2,ms-internal-admin,,postgres,13.20,db.t4g.small,db.t4g,No,gp3,100,0,Yes,arn:aws:kms:us-west-2:163799539090:key/2fed0b3e-6080-42b6-95f8-ad464732f925,No,vpc-0fefdc45dcc9cdf56,db-subnet-group-stage,NonProd,Unknown,4.28,1140.13,94.99,2023-11-20 16:44:35,745,1,2025-12-04 19:59:35,Downsize,db.t4g.small,Low CPU (4.3%) but no smaller type available,
163799539090,us-west-2,ms-vendor-payments,,postgres,13.20,db.t4g.small,db.t4g,No,gp3,100,0,Yes,arn:aws:kms:us-west-2:163799539090:key/2fed0b3e-6080-42b6-95f8-ad464732f925,No,vpc-0fefdc45dcc9cdf56,db-subnet-group-stage,NonProd,Unknown,4.33,1020.74,94.90,2023-09-28 16:36:31,798,1,2025-12-04 19:54:31,Downsize,db.t4g.small,Low CPU (4.3%) but no smaller type available,
163799539090,us-west-2,ods-sync-psql,,postgres,17.6,db.t3.medium,db.t3,No,gp3,100,1000,No,,No,vpc-0fefdc45dcc9cdf56,public-db-subnet-group-stage,NonProd,Unknown,7.62,2412.79,85.17,2025-10-08 20:06:29,56,7,2025-12-04 19:54:32,Downsize,db.t3.small,Low CPU utilization (7.6%),
163799539090,us-west-2,ods-sync-psql-old1,,postgres,11.22-rds.20250508,db.t3.small,db.t3,No,gp2,20,1000,No,,Yes,vpc-0fefdc45dcc9cdf56,public-db-subnet-group-stage,NonProd,Unknown,5.32,721.68,6.70,2021-08-30 22:01:32,1556,7,2025-12-04 19:54:36,Downsize,db.t3.micro,Low CPU utilization (5.3%),Consider converting gp2→gp3
163799539090,us-west-2,openfga,,aurora-postgresql,15.12,db.serverless,db,No,aurora,1,0,Yes,arn:aws:kms:us-west-2:163799539090:key/2fed0b3e-6080-42b6-95f8-ad464732f925,No,vpc-0fefdc45dcc9cdf56,openfga-public-subnet-group,NonProd,Unknown,15.38,5929.13,,2025-04-24 19:53:31,224,5,,Downsize,db.serverless,Low CPU (15.4%) but no smaller type available,
163799539090,us-west-2,services-bank-payments,,postgres,13.20,db.t4g.small,db.t4g,No,gp3,100,0,Yes,arn:aws:kms:us-west-2:163799539090:key/2fed0b3e-6080-42b6-95f8-ad464732f925,No,vpc-0fefdc45dcc9cdf56,db-subnet-group-stage,NonProd,Unknown,4.21,1136.82,95.00,2022-07-01 15:48:06,1252,1,2025-12-04 19:54:32,Downsize,db.t4g.small,Low CPU (4.2%) but no smaller type available,
163799539090,us-west-2,shield-psql,,postgres,11.22-rds.20250508,db.t3.small,db.t3,No,gp2,20,1000,No,,No,vpc-0fefdc45dcc9cdf56,db-subnet-group-stage,Prod,Unknown,5.65,1146.44,17.09,2021-07-15 18:53:25,1603,7,2025-12-04 19:54:37,Downsize,db.t3.micro,Low CPU utilization (5.7%),Consider converting gp2→gp3
163799539090,us-west-2,utilities,,postgres,13.20,db.t4g.small,db.t4g,No,gp3,100,0,Yes,arn:aws:kms:us-west-2:163799539090:key/2fed0b3e-6080-42b6-95f8-ad464732f925,No,vpc-0fefdc45dcc9cdf56,db-subnet-group-stage,NonProd,Unknown,4.15,1146.42,94.98,2023-12-13 03:26:31,722,1,2025-12-04 19:59:36,Downsize,db.t4g.small,Low CPU (4.2%) but no smaller type available,
