account_id,region,db_instance_identifier,db_name,engine,engine_version,db_instance_class,instance_family,multi_az,storage_type,allocated_storage_gb,max_allocated_storage_gb,storage_encrypted,kms_key_id,publicly_accessible,vpc_id,subnet_group_name,environment,application_name,avg_cpu_30d,avg_freeable_memory_30d_mb,avg_free_storage_gb,instance_create_time,days_since_create,backup_retention_period,latest_restorable_time,rightsizing_action,recommended_instance_class,recommendation_reason,storage_recommendation
015815251546,us-west-2,ms-deal-overview,,postgres,13.20,db.t4g.small,db.t4g,Yes,gp3,100,0,Yes,arn:aws:kms:us-west-2:015815251546:key/d924ea64-b910-4f81-a4f2-0d7fcfffe3b6,No,vpc-0b045a37ce0d8209a,db-subnet-group-prod,Prod,Unknown,4.50,1124.23,94.99,2022-11-16 22:48:32,1113,1,2025-12-04 19:44:35,Downsize,db.t4g.small,Low CPU (4.5%) but no smaller type available,
015815251546,us-west-2,ms-deal-shareholder,,postgres,13.20,db.t4g.small,db.t4g,Yes,gp3,100,0,Yes,arn:aws:kms:us-west-2:015815251546:key/d924ea64-b910-4f81-a4f2-0d7fcfffe3b6,No,vpc-0b045a37ce0d8209a,db-subnet-group-prod,Prod,Unknown,4.58,710.92,92.29,2022-07-21 20:35:55,1231,1,2025-12-04 19:44:35,Downsize,db.t4g.small,Low CPU (4.6%) but no smaller type available,
015815251546,us-west-2,ms-deal-timeline,,postgres,13.20,db.t4g.small,db.t4g,Yes,gp3,100,0,Yes,arn:aws:kms:us-west-2:015815251546:key/d924ea64-b910-4f81-a4f2-0d7fcfffe3b6,No,vpc-0b045a37ce0d8209a,db-subnet-group-prod,Prod,Unknown,4.55,1123.42,95.00,2022-06-07 20:59:16,1275,1,2025-12-04 19:44:33,Downsize,db.t4g.small,Low CPU (4.5%) but no smaller type available,
015815251546,us-west-2,ms-deal-wire-instructions,,postgres,13.20,db.t4g.small,db.t4g,Yes,gp3,100,0,Yes,arn:aws:kms:us-west-2:015815251546:key/d924ea64-b910-4f81-a4f2-0d7fcfffe3b6,No,vpc-0b045a37ce0d8209a,db-subnet-group-prod,Prod,Unknown,4.57,1121.22,94.94,2023-09-25 18:44:12,801,1,2025-12-04 19:44:35,Downsize,db.t4g.small,Low CPU (4.6%) but no smaller type available,
015815251546,us-west-2,ms-internal-admin,,postgres,13.20,db.t4g.small,db.t4g,Yes,gp3,100,0,Yes,arn:aws:kms:us-west-2:015815251546:key/d924ea64-b910-4f81-a4f2-0d7fcfffe3b6,No,vpc-0b045a37ce0d8209a,db-subnet-group-prod,Prod,Unknown,4.45,1133.74,94.98,2023-11-20 16:57:57,745,1,2025-12-04 19:44:34,Downsize,db.t4g.small,Low CPU (4.4%) but no smaller type available,
015815251546,us-west-2,ms-vendor-payments,,postgres,13.20,db.t4g.small,db.t4g,Yes,gp3,100,0,Yes,arn:aws:kms:us-west-2:015815251546:key/d924ea64-b910-4f81-a4f2-0d7fcfffe3b6,No,vpc-0b045a37ce0d8209a,db-subnet-group-prod,Prod,Unknown,4.63,1036.60,94.88,2023-10-03 14:57:51,793,1,2025-12-04 19:44:33,Downsize,db.t4g.small,Low CPU (4.6%) but no smaller type available,
015815251546,us-west-2,ods-sync-psql,,postgres,11.22-rds.20250508,db.t3.small,db.t3,No,gp3,70,1000,Yes,arn:aws:kms:us-west-2:015815251546:key/d924ea64-b910-4f81-a4f2-0d7fcfffe3b6,Yes,vpc-0b045a37ce0d8209a,public-db-subnet-group-prod,Prod,Unknown,7.73,696.65,8.36,2021-09-20 16:30:15,1536,7,2025-12-04 19:44:30,Downsize,db.t3.micro,Low CPU utilization (7.7%),
015815251546,us-west-2,ods-sync-psql-green-vq4cfp,,postgres,17.6,db.t3.xlarge,db.t3,No,gp3,100,1000,Yes,arn:aws:kms:us-west-2:015815251546:key/d924ea64-b910-4f81-a4f2-0d7fcfffe3b6,Yes,vpc-0b045a37ce0d8209a,public-db-subnet-group-prod,Prod,Unknown,2.67,10498.85,37.89,2025-10-16 22:14:16,48,7,,Downsize,db.t3.large,Low CPU utilization (2.7%),
015815251546,us-west-2,openfga,,aurora-postgresql,15.12,db.serverless,db,No,aurora,1,0,Yes,arn:aws:kms:us-west-2:015815251546:key/d924ea64-b910-4f81-a4f2-0d7fcfffe3b6,No,vpc-0b045a37ce0d8209a,openfga-public-subnet-group,Prod,Unknown,14.24,6187.31,,2025-04-24 20:15:36,223,5,,Downsize,db.serverless,Low CPU (14.2%) but no smaller type available,
015815251546,us-west-2,services-bank-payments,,postgres,13.20,db.t4g.small,db.t4g,Yes,gp3,100,0,Yes,arn:aws:kms:us-west-2:015815251546:key/d924ea64-b910-4f81-a4f2-0d7fcfffe3b6,No,vpc-0b045a37ce0d8209a,db-subnet-group-prod,Prod,Unknown,4.43,1120.72,94.97,2022-07-01 15:59:49,1252,1,2025-12-04 19:44:33,Downsize,db.t4g.small,Low CPU (4.4%) but no smaller type available,
015815251546,us-west-2,shield-psql,,postgres,11.22-rds.20250508,db.t3.small,db.t3,No,gp2,20,0,Yes,arn:aws:kms:us-west-2:015815251546:key/d924ea64-b910-4f81-a4f2-0d7fcfffe3b6,No,vpc-0b045a37ce0d8209a,db-subnet-group-prod,Prod,Unknown,4.61,1174.60,16.98,2021-09-21 16:41:06,1535,7,2025-12-04 19:44:30,Downsize,db.t3.micro,Low CPU utilization (4.6%),Consider converting gp2→gp3
015815251546,us-west-2,utilities,,postgres,13.20,db.t4g.small,db.t4g,Yes,gp3,100,0,Yes,arn:aws:kms:us-west-2:015815251546:key/d924ea64-b910-4f81-a4f2-0d7fcfffe3b6,No,vpc-0b045a37ce0d8209a,db-subnet-group-prod,Prod,Unknown,4.39,1138.46,94.98,2023-12-13 12:32:39,722,1,2025-12-04 19:44:33,Downsize,db.t4g.small,Low CPU (4.4%) but no smaller type available,
