account_id,region,db_instance_identifier,db_name,engine,engine_version,db_instance_class,instance_family,multi_az,storage_type,allocated_storage_gb,max_allocated_storage_gb,storage_encrypted,kms_key_id,publicly_accessible,vpc_id,subnet_group_name,environment,application_name,avg_cpu_30d,avg_freeable_memory_30d_mb,avg_free_storage_gb,instance_create_time,days_since_create,backup_retention_period,latest_restorable_time,rightsizing_action,recommended_instance_class,recommendation_reason,storage_recommendation
198161015548,us-east-1,doppio-prod,,aurora-mysql,8.0.mysql_aurora.3.08.2,db.r7g.2xlarge,db.r7g,No,aurora,1,0,Yes,arn:aws:kms:us-east-1:198161015548:key/d9501e8a-b5d5-4c87-a0ba-34ffc37908c0,No,vpc-239a0f46,production-db-espresso-subnetgrp,Prod,Unknown,8.14,14147.84,,2024-10-11 23:39:22,418,14,,Downsize,db.r7g.2xlarge,Low CPU (8.1%) but no smaller type available,
198161015548,us-east-1,doppio-prod-us-east-1d,,aurora-mysql,8.0.mysql_aurora.3.08.2,db.r7g.2xlarge,db.r7g,No,aurora,1,0,Yes,arn:aws:kms:us-east-1:198161015548:key/d9501e8a-b5d5-4c87-a0ba-34ffc37908c0,No,vpc-239a0f46,production-db-espresso-subnetgrp,Prod,Unknown,2.26,14665.41,,2024-10-11 23:41:44,418,14,,Downsize,db.r7g.2xlarge,Low CPU (2.3%) but no smaller type available,
198161015548,us-east-1,prod-replica-57b,,mysql,5.7.44-rds.20240408,db.m5.xlarge,db.m5,No,gp3,6443,10000,Yes,arn:aws:kms:us-east-1:198161015548:key/d9501e8a-b5d5-4c87-a0ba-34ffc37908c0,No,vpc-239a0f46,production-db-espresso-subnetgrp,Prod,Unknown,3.72,2243.02,2347.29,2024-06-05 21:22:59,546,14,2025-12-04 19:30:00,Downsize,db.m5.large,Low CPU utilization (3.7%),
198161015548,us-east-1,prod-replica-8,,mysql,8.0.35,db.m7g.xlarge,db.m7g,No,gp3,6443,10000,Yes,arn:aws:kms:us-east-1:198161015548:key/d9501e8a-b5d5-4c87-a0ba-34ffc37908c0,No,vpc-239a0f46,production-db-espresso-subnetgrp,Prod,Unknown,3.96,2060.22,2360.13,2024-10-10 22:44:36,419,14,2025-12-04 19:30:00,Downsize,db.m7g.xlarge,Low CPU (4.0%) but no smaller type available,
198161015548,us-east-1,production-db-macchiato,onehub_production,mysql,5.7.44,db.m5.xlarge,db.m5,Yes,gp2,600,0,No,,No,vpc-239a0f46,production-db-macchiato-subnetgrp,Prod,Unknown,1.18,13561.28,179.66,2021-07-13 01:45:45,1605,7,2025-12-04 19:30:00,Downsize,db.m5.large,Low CPU utilization (1.2%),Consider converting gp2→gp3
198161015548,us-east-1,production-db-mfa-5-7,mfa,mysql,5.7.44,db.m5.large,db.m5,Yes,gp3,100,0,No,,No,vpc-239a0f46,production-db-mfa-subnetgrp,Prod,Unknown,2.47,5805.58,95.57,2021-07-16 21:41:18,1601,7,2025-12-04 19:30:00,Keep,db.m5.large,Low CPU (2.5%) but already smallest type,
198161015548,us-east-1,staging-cluster,,aurora-mysql,8.0.mysql_aurora.3.08.2,db.t4g.large,db.t4g,No,aurora,1,0,Yes,arn:aws:kms:us-east-1:198161015548:key/d9501e8a-b5d5-4c87-a0ba-34ffc37908c0,No,vpc-5f9a0f3a,rds-ec2-db-subnet-group-1,Prod,Unknown,11.62,3539.77,,2024-10-02 22:42:53,427,3,,Downsize,db.t4g.large,Low CPU (11.6%) but no smaller type available,
198161015548,us-east-1,staging-cluster-us-east-1d,,aurora-mysql,8.0.mysql_aurora.3.08.2,db.t4g.large,db.t4g,No,aurora,1,0,Yes,arn:aws:kms:us-east-1:198161015548:key/d9501e8a-b5d5-4c87-a0ba-34ffc37908c0,No,vpc-5f9a0f3a,rds-ec2-db-subnet-group-1,Prod,Unknown,12.25,3311.12,,2024-10-02 22:33:02,427,3,,Downsize,db.t4g.large,Low CPU (12.2%) but no smaller type available,
198161015548,us-east-1,staging-db-macchiato,onehub_production,mysql,5.7.44,db.t3.small,db.t3,No,gp3,25,1000,No,,No,vpc-5f9a0f3a,staging-db-macchiato-subnetgrp,Prod,Unknown,2.75,1033.16,21.98,2021-06-30 18:34:08,1618,7,2025-12-04 19:30:00,Downsize,db.t3.micro,Low CPU utilization (2.7%),
198161015548,us-east-1,staging-db-mfa,mfa,mysql,8.0.42,db.t3.micro,db.t3,Yes,gp3,25,0,No,,No,vpc-5f9a0f3a,staging-db-macchiato-subnetgrp,Prod,Unknown,3.83,144.44,22.00,2021-07-07 23:17:09,1610,2,2025-12-04 19:30:00,Keep,db.t3.micro,Low CPU (3.8%) but already smallest type,
