AccountName,AccountId,Environment,Region,VolumeId,VolumeType,SizeGiB,Encrypted,Iops,Throughput,State,IsUnattached,AttachedInstanceId,AttachedInstanceType,AttachedInstanceArn,AttachedInstanceLaunchTime,IsRootVolume
Charles Mount,198161015548,prod-finance,us-east-1,vol-89ec0d69,gp3,2000,False,6000,250,in-use,False,i-6545ccb0,m4.xlarge,arn:aws:ec2:us-east-1:198161015548:instance/i-6545ccb0,2022-04-19T00:11:17+00:00,True
Charles Mount,198161015548,prod-finance,us-east-1,vol-2e52fdce,gp3,100,False,3000,125,in-use,False,i-d87e770d,c4.4xlarge,arn:aws:ec2:us-east-1:198161015548:instance/i-d87e770d,2022-09-29T19:02:23+00:00,True
Charles Mount,198161015548,prod-finance,us-east-1,vol-00585fd3f6288881f,gp3,100,False,3000,125,available,True,,,,,False
Charles Mount,198161015548,prod-finance,us-east-1,vol-00cee4c5494651d9d,gp3,105,False,3000,125,available,True,,,,,False
Charles Mount,198161015548,prod-finance,us-east-1,vol-00985f88762d2a739,gp3,10,False,3000,125,in-use,False,i-0478dda6d47023e11,t3.micro,arn:aws:ec2:us-east-1:198161015548:instance/i-0478dda6d47023e11,2020-11-18T02:27:40+00:00,True
Charles Mount,198161015548,prod-finance,us-east-1,vol-0abbc2b879298fc63,gp2,30,False,100,,available,True,,,,,False
Charles Mount,198161015548,prod-finance,us-east-1,vol-04f464e5,gp3,50,False,3000,125,in-use,False,i-060794d4,m3.medium,arn:aws:ec2:us-east-1:198161015548:instance/i-060794d4,2023-02-12T17:29:35+00:00,True
Charles Mount,198161015548,prod-finance,us-east-1,vol-e5d8ee2c,gp3,20,False,3000,125,in-use,False,i-5141feb8,m4.large,arn:aws:ec2:us-east-1:198161015548:instance/i-5141feb8,2023-09-13T22:03:57+00:00,True
Charles Mount,198161015548,prod-finance,us-east-1,vol-08e78e57b101edb81,gp3,6144,False,9216,125,in-use,False,i-0c1358c5d58d9527a,t2.medium,arn:aws:ec2:us-east-1:198161015548:instance/i-0c1358c5d58d9527a,2023-10-31T17:32:35+00:00,False
Charles Mount,198161015548,prod-finance,us-east-1,vol-0732e11f25ca1075b,gp3,40,False,3000,125,available,True,,,,,False
Charles Mount,198161015548,prod-finance,us-east-1,vol-02881fbcf30241db1,gp3,8,False,3000,125,in-use,False,i-0490009a252a79db0,t3a.medium,arn:aws:ec2:us-east-1:198161015548:instance/i-0490009a252a79db0,2024-04-29T15:22:43+00:00,True
Charles Mount,198161015548,prod-finance,us-east-1,vol-0e381b8867cfb5ed8,gp3,6144,False,3000,125,in-use,False,i-0bafd0f85880cfc37,t3.medium,arn:aws:ec2:us-east-1:198161015548:instance/i-0bafd0f85880cfc37,2023-10-23T21:19:24+00:00,False
Charles Mount,198161015548,prod-finance,us-east-1,vol-bb39dc14,gp3,2048,False,6144,250,in-use,False,i-d87e770d,c4.4xlarge,arn:aws:ec2:us-east-1:198161015548:instance/i-d87e770d,2022-09-29T19:02:23+00:00,False
Charles Mount,198161015548,prod-finance,us-east-1,vol-074e389f583e4689e,sc1,6144,False,,,available,True,,,,,False
Charles Mount,198161015548,prod-finance,us-east-1,vol-4113bca1,gp3,100,False,3000,125,in-use,False,i-53d3da86,m3.xlarge,arn:aws:ec2:us-east-1:198161015548:instance/i-53d3da86,2023-11-28T02:34:45+00:00,True
Charles Mount,198161015548,prod-finance,us-east-2,vol-08628b5864b9cc688,gp2,105,False,315,,available,True,,,,,False
Charles Mount,198161015548,prod-finance,us-east-2,vol-073530f7a7dd4f714,gp2,105,False,315,,in-use,False,i-05e80ed206905b62f,t2.large,arn:aws:ec2:us-east-2:198161015548:instance/i-05e80ed206905b62f,2023-01-17T23:34:18+00:00,False
Charles Mount,198161015548,prod-finance,us-east-2,vol-043d894734dbb46c4,gp2,105,False,315,,available,True,,,,,False
Charles Mount,198161015548,prod-finance,us-east-2,vol-053e9798f012ccb98,gp3,8,False,3000,125,in-use,False,i-0a4890503b8ec083b,t2.micro,arn:aws:ec2:us-east-2:198161015548:instance/i-0a4890503b8ec083b,2023-09-14T22:00:41+00:00,True
Charles Mount,198161015548,prod-finance,us-east-2,vol-083289eb2ba52fc5e,gp3,105,False,3000,125,in-use,False,i-09c5f37643e036865,t2.large,arn:aws:ec2:us-east-2:198161015548:instance/i-09c5f37643e036865,2023-05-23T19:36:29+00:00,False
Charles Mount,198161015548,prod-finance,us-east-2,vol-023706ade22f812ad,gp2,105,False,315,,available,True,,,,,False
Charles Mount,198161015548,prod-finance,us-east-2,vol-03fa22ed1cc2115ce,gp2,20,False,100,,in-use,False,i-05e80ed206905b62f,t2.large,arn:aws:ec2:us-east-2:198161015548:instance/i-05e80ed206905b62f,2023-01-17T23:34:18+00:00,True
Charles Mount,198161015548,prod-finance,us-east-2,vol-0a43b720cf53253a6,gp2,105,False,315,,available,True,,,,,False
Charles Mount,198161015548,prod-finance,us-east-2,vol-0620dee75aed951db,gp3,20,False,3000,125,in-use,False,i-02904074725f14fa6,t3.medium,arn:aws:ec2:us-east-2:198161015548:instance/i-02904074725f14fa6,2023-10-20T18:35:24+00:00,True
Charles Mount,198161015548,prod-finance,us-east-2,vol-0d563e0800d536633,gp3,105,False,3000,125,in-use,False,i-02904074725f14fa6,t3.medium,arn:aws:ec2:us-east-2:198161015548:instance/i-02904074725f14fa6,2023-10-20T18:35:24+00:00,False
Charles Mount,198161015548,prod-finance,us-east-2,vol-06c7f1c8a8659fba6,gp2,105,False,315,,available,True,,,,,False
Charles Mount,198161015548,prod-finance,us-east-2,vol-05278b69a8dc0f4a5,gp2,105,False,315,,available,True,,,,,False
Charles Mount,198161015548,prod-finance,us-east-2,vol-06d06f94a5b281721,gp3,20,False,3000,125,in-use,False,i-09c5f37643e036865,t2.large,arn:aws:ec2:us-east-2:198161015548:instance/i-09c5f37643e036865,2023-05-23T19:36:29+00:00,True
Charles Mount,198161015548,prod-finance,us-east-2,vol-0caa69e48de4092c8,gp3,105,True,3000,125,available,True,,,,,False
Charles Mount,198161015548,prod-finance,us-east-2,vol-0bcf423afbfd74b46,gp2,105,False,315,,available,True,,,,,False
Charles Mount,198161015548,prod-finance,us-east-2,vol-04d543b7e85aa194c,gp2,105,False,315,,available,True,,,,,False
Charles Mount,198161015548,prod-finance,us-east-2,vol-06eda403c013e1ea1,gp2,105,False,315,,available,True,,,,,False
Charles Mount,198161015548,prod-finance,us-east-2,vol-022d4893dc342bfc6,gp2,105,False,315,,available,True,,,,,False
Charles Mount,198161015548,prod-finance,us-east-2,vol-0b5c521fc0866568c,gp2,105,False,315,,available,True,,,,,False
Charles Mount,198161015548,prod-finance,us-west-1,vol-021a3dbde78804acf,gp2,1000,False,3000,,in-use,False,i-0cd3b6aaf9dadb07d,m3.large,arn:aws:ec2:us-west-1:198161015548:instance/i-0cd3b6aaf9dadb07d,2022-10-18T18:46:07+00:00,False
Charles Mount,198161015548,prod-finance,us-west-1,vol-06086e69a36c34d33,gp2,100,False,300,,in-use,False,i-0cd3b6aaf9dadb07d,m3.large,arn:aws:ec2:us-west-1:198161015548:instance/i-0cd3b6aaf9dadb07d,2022-10-18T18:46:07+00:00,True
Charles Mount,198161015548,prod-finance,us-west-1,vol-0969857cac4a6d1fd,gp2,1000,False,3000,,in-use,False,i-015d864871acc6280,m3.large,arn:aws:ec2:us-west-1:198161015548:instance/i-015d864871acc6280,2022-10-18T18:48:42+00:00,False
Charles Mount,198161015548,prod-finance,us-west-1,vol-02ee27a3c47655edf,gp2,100,False,300,,in-use,False,i-015d864871acc6280,m3.large,arn:aws:ec2:us-west-1:198161015548:instance/i-015d864871acc6280,2022-10-18T18:48:42+00:00,True
Charles Mount,198161015548,prod-finance,us-west-2,vol-00568b1222a3c6349,gp2,30,False,100,,available,True,,,,,False
Charles Mount,198161015548,prod-finance,us-west-2,vol-08465ecd57700c9f5,gp2,30,False,100,,available,True,,,,,False
Charles Mount,198161015548,prod-finance,us-west-2,vol-057b92f513617e158,gp2,30,False,100,,available,True,,,,,False
Charles Mount,198161015548,prod-finance,us-west-2,vol-0c97acb9b0fff0974,gp2,30,False,100,,available,True,,,,,False
Charles Mount,198161015548,prod-finance,us-west-2,vol-0f9bf720bba7d4d98,gp2,30,False,100,,available,True,,,,,False
Charles Mount,198161015548,prod-finance,us-west-2,vol-04d91d793866bb9d8,gp2,30,False,100,,available,True,,,,,False
Charles Mount,198161015548,prod-finance,us-west-2,vol-0de77b178635ea05c,gp2,30,False,100,,in-use,False,i-09ccc6ac0b3f0339a,t2.medium,arn:aws:ec2:us-west-2:198161015548:instance/i-09ccc6ac0b3f0339a,2022-04-07T18:28:20+00:00,True
Charles Mount,198161015548,prod-finance,us-west-2,vol-090a7f8216c4fe4ef,gp2,30,False,100,,available,True,,,,,False
Charles Mount,198161015548,prod-finance,us-west-2,vol-0587e099a2e1da13a,gp2,30,False,100,,available,True,,,,,False
Charles Mount,198161015548,prod-finance,us-west-2,vol-0925e71c4fab84e28,gp2,30,False,100,,available,True,,,,,False
Charles Mount,198161015548,prod-finance,us-west-2,vol-06591921c83f13874,gp2,30,False,100,,available,True,,,,,False
Charles Mount,198161015548,prod-finance,us-west-2,vol-0e72fe55c217aaa03,gp2,30,False,100,,available,True,,,,,False
Charles Mount,198161015548,prod-finance,us-west-2,vol-0d568d197a97c3f54,gp2,30,False,100,,available,True,,,,,False
Charles Mount,198161015548,prod-finance,us-west-2,vol-03000f4e4adcdcd62,gp2,30,False,100,,available,True,,,,,False
Charles Mount,198161015548,prod-finance,us-west-2,vol-030927c3c57f97ca5,gp2,30,False,100,,available,True,,,,,False
Charles Mount,198161015548,prod-finance,us-west-2,vol-022ee4bd00df52deb,gp2,30,False,100,,available,True,,,,,False
Charles Mount,198161015548,prod-finance,us-west-2,vol-0c83b15a637f727d4,gp2,30,False,100,,available,True,,,,,False
Charles Mount,198161015548,prod-finance,us-west-2,vol-08b6934a4f6331166,gp2,30,False,100,,available,True,,,,,False
Charles Mount,198161015548,prod-finance,us-west-2,vol-09f1cd34142f6282d,gp2,30,False,100,,available,True,,,,,False
Charles Mount,198161015548,prod-finance,us-west-2,vol-0fd2a580004fb37b2,gp2,30,False,100,,available,True,,,,,False
Charles Mount,198161015548,prod-finance,us-west-2,vol-048e8bd0820c010cd,gp2,30,False,100,,available,True,,,,,False
