account_id,region,volume_id,volume_name,environment,volume_type,size_gb,iops_provisioned,throughput_mbps,state,is_attached,attached_instance_id,attached_instance_name,attachment_device,volume_classification,latest_snapshot_id,latest_snapshot_time,days_since_last_snapshot,encrypted,kms_key_id,multi_attach_enabled,rightsizing_recommendation
198161015548,us-east-1,vol-72f16337,,Prod,gp3,100,3000,125,in-use,Yes,i-a12f2a8b,ops-search-d,/dev/sda1,Root/Internal,snap-0b3a0062f4c57ebb2,2025-12-03 23:18:20,0,No,,No,Keep as is
198161015548,us-east-1,vol-e8c4b804,ops-log-0,Prod,gp3,100,3000,125,in-use,Yes,i-be4f7601,ops-logs-0,/dev/sda1,Root/Internal,snap-0339ca2cc321e9d63,2025-12-03 23:18:22,0,No,,No,Keep as is
198161015548,us-east-1,vol-0abe524a044941b91,New Bastion,Prod,gp3,20,3000,125,in-use,Yes,i-029c9d615067b36c1,bastion,/dev/sda1,Root/Internal,snap-01fe49068fe1de005,2025-12-03 23:18:26,0,Yes,arn:aws:kms:us-east-1:198161015548:key/94be3c58-2dcc-477f-ac41-f69265f1ee43,No,Keep as is
198161015548,us-east-1,vol-76193bde,,Prod,gp3,50,3000,125,in-use,Yes,i-15c46892,staging-mfa-0,/dev/sda1,Root/Internal,snap-07173758d838ca3aa,2022-12-12 20:57:41,1087,No,,No,Keep as is
198161015548,us-east-1,vol-0d3c148f3dc6b3e6e,,Prod,gp3,30,3000,125,in-use,Yes,i-09305503247b3b2eb,muhimbi-test,/dev/sda1,Root/Internal,,,,No,,No,Keep as is
198161015548,us-east-1,vol-eb9db643,,Prod,gp3,50,3000,125,in-use,Yes,i-89f05a0e,production-a-mfa-1,/dev/sda1,Root/Internal,,,,No,,No,Keep as is
198161015548,us-east-1,vol-e5f7450a,,Prod,gp3,100,3000,125,in-use,Yes,i-0f755cb1,ops-ops-0,/dev/sda1,Root/Internal,snap-00777d722b69f67ea,2025-12-03 23:18:23,0,No,,No,Keep as is
198161015548,us-east-1,vol-06c6783e16745168e,,Prod,gp2,30,100,0,available,No,,,,Unattached,,,,No,,No,Convert gp2→gp3
198161015548,us-east-1,vol-00db2aa47a7d9c778,staging-slave-old,Prod,gp3,100,3000,125,available,No,,,,Unattached,snap-034960a34d70411c9,2025-07-23 03:26:01,134,No,,No,Delete if unattached > 30 days
198161015548,us-east-1,vol-0020d0cd8a81b98b7,,Prod,gp3,30,3000,125,in-use,Yes,i-01008e20280904c67,production-a-slave-2,/dev/sda1,Root/Internal,snap-05cdb05eb7619d53a,2023-10-12 21:56:45,783,No,,No,Keep as is
198161015548,us-east-1,vol-0f938ccf35dd79c13,,Prod,gp3,30,3000,125,in-use,Yes,i-020fc76b27bc2729e,msnyder-muhimbi-test,/dev/sda1,Root/Internal,snap-02adb9b7514e61f3f,2024-02-02 19:49:29,670,No,,No,Keep as is
198161015548,us-east-1,vol-045a147e5cefdba2c,,Prod,gp3,8,3000,125,in-use,Yes,i-0159503f72c77e1e5,production-a-corp-1,/dev/sda1,Root/Internal,,,,No,,No,Keep as is
198161015548,us-east-1,vol-099c77de730069a0d,,Prod,gp3,50,3000,125,in-use,Yes,i-0cf6e6a70c40a6a21,staging-web-test2,/dev/sda1,Root/Internal,,,,No,,No,Keep as is
198161015548,us-east-1,vol-09987f51f2e743473,,Prod,gp3,60,3000,125,available,No,,,,Unattached,snap-09d604bde791c8d2c,2024-02-29 16:44:54,644,No,,No,Delete if unattached > 30 days
198161015548,us-east-1,vol-012143f44a124ea7b,,Prod,gp3,60,3000,125,in-use,Yes,i-0e67a8be33d600e3c,muhimbi-test-rmosley,/dev/sda1,Root/Internal,snap-0782c64e21ed9190b,2024-02-29 16:05:42,644,No,,No,Keep as is
198161015548,us-east-1,vol-ea1dbcae,,Prod,gp3,8,3000,125,in-use,Yes,i-5b08ffb7,ops-nat,/dev/xvda,Root/Internal,,,,No,,No,Keep as is
198161015548,us-east-1,vol-09350a5e1189753de,,Prod,gp3,100,3000,125,in-use,Yes,i-043114ca52c5e8164,production-a-media-2,/dev/sda1,Root/Internal,,,,No,,No,Keep as is
