account_id,region,volume_id,volume_name,environment,volume_type,size_gb,iops_provisioned,throughput_mbps,state,is_attached,attached_instance_id,attached_instance_name,attachment_device,volume_classification,latest_snapshot_id,latest_snapshot_time,days_since_last_snapshot,encrypted,kms_key_id,multi_attach_enabled,rightsizing_recommendation
946447852237,us-east-1,vol-03c3053c557dafb5b,,Prod,gp3,1,3000,125,in-use,Yes,i-0ecf15b423fe7f783,production-eks128-ng-1,/dev/xvdaa,Data/External,,,,Yes,arn:aws:kms:us-east-1:946447852237:key/71be5650-4bd2-49c4-849e-2620be7a5fca,No,Keep as is
946447852237,us-east-1,vol-082f718c00ba1c8e7,cortado-production-eks-134-dynamic-pvc-3318ca05-e80e-4a9c-b59f-0ee3fc11c592,Prod,gp3,5,3000,125,in-use,Yes,i-0f34341e154ccd087,production-eks134-ng-1,/dev/xvdaa,Data/External,,,,Yes,arn:aws:kms:us-east-1:946447852237:key/71be5650-4bd2-49c4-849e-2620be7a5fca,No,Keep as is
946447852237,us-east-1,vol-08893e9975667f32a,,Prod,gp2,5,100,0,in-use,Yes,i-02cd0f7feea1dffcf,production-eks128-ng-1,/dev/xvdaa,Data/External,,,,Yes,arn:aws:kms:us-east-1:946447852237:key/71be5650-4bd2-49c4-849e-2620be7a5fca,No,Convert gp2→gp3
946447852237,us-east-1,vol-07585a1268218b5e2,,Prod,gp2,5,100,0,available,No,,,,Unattached,,,,Yes,arn:aws:kms:us-east-1:946447852237:key/71be5650-4bd2-49c4-849e-2620be7a5fca,No,Convert gp2→gp3
946447852237,us-east-1,vol-083283fb36f4d399a,,Prod,gp2,10,100,0,available,No,,,,Unattached,,,,Yes,arn:aws:kms:us-east-1:946447852237:key/71be5650-4bd2-49c4-849e-2620be7a5fca,No,Convert gp2→gp3
946447852237,us-east-1,vol-0c8c081a7122e035c,kubernetes-dynamic-pvc-2d5e8049-e8c8-4e13-8f96-b21207c4651f,Prod,gp2,1,100,0,available,No,,,,Unattached,,,,Yes,arn:aws:kms:us-east-1:946447852237:key/71be5650-4bd2-49c4-849e-2620be7a5fca,No,Convert gp2→gp3
946447852237,us-east-1,vol-08f48d0b88043265f,kubernetes-dynamic-pvc-5a376eed-957b-4b0f-9b0f-d13d6cdb409d,Prod,gp2,1,100,0,available,No,,,,Unattached,,,,Yes,arn:aws:kms:us-east-1:946447852237:key/71be5650-4bd2-49c4-849e-2620be7a5fca,No,Convert gp2→gp3
946447852237,us-east-1,vol-0161bb9fa054c40be,,Prod,gp2,200,600,0,in-use,Yes,i-072cfc3d826e32b41,production-muhimbi-node-1,/dev/sda1,Root/Internal,snap-00e1d950ba732959c,2025-02-25 03:38:22,282,Yes,arn:aws:kms:us-east-1:946447852237:key/71be5650-4bd2-49c4-849e-2620be7a5fca,No,Convert gp2→gp3
946447852237,us-east-1,vol-028610c33781500bc,production-eks134-ng-2,Prod,gp3,200,3000,125,in-use,Yes,i-09dfab155924baeea,production-eks134-ng-2,/dev/xvda,Root/Internal,,,,Yes,arn:aws:kms:us-east-1:946447852237:key/71be5650-4bd2-49c4-849e-2620be7a5fca,No,Keep as is
946447852237,us-east-1,vol-02049566d407c5023,cortado-production-eks-134-dynamic-pvc-60f34dab-6f7b-409f-aa19-04c59d08fc13,Prod,gp3,1,3000,125,in-use,Yes,i-087f0e905c86d26ac,production-eks134-ng-1,/dev/xvdaa,Data/External,,,,Yes,arn:aws:kms:us-east-1:946447852237:key/71be5650-4bd2-49c4-849e-2620be7a5fca,No,Keep as is
