account_id,region,volume_id,volume_name,environment,volume_type,size_gb,iops_provisioned,throughput_mbps,state,is_attached,attached_instance_id,attached_instance_name,attachment_device,volume_classification,latest_snapshot_id,latest_snapshot_time,days_since_last_snapshot,encrypted,kms_key_id,multi_attach_enabled,rightsizing_recommendation
013612877090,us-west-2,vol-06d7d4a177af9bea5,,Prod,gp2,20,100,0,in-use,Yes,i-0803868d940b37473,,/dev/xvda,Root/Internal,,,,Yes,arn:aws:kms:us-west-2:013612877090:key/c76fc31f-7d52-4fe0-b884-0906c0ac6022,No,Convert gp2→gp3
013612877090,us-west-2,vol-0c19bd32986f09068,,Prod,gp2,2,100,0,available,No,,,,Unattached,,,,Yes,arn:aws:kms:us-west-2:013612877090:key/c76fc31f-7d52-4fe0-b884-0906c0ac6022,No,Convert gp2→gp3
013612877090,us-west-2,vol-0dbf1bbe34cf13bf5,,Prod,gp2,8,100,0,available,No,,,,Unattached,,,,Yes,arn:aws:kms:us-west-2:013612877090:key/c76fc31f-7d52-4fe0-b884-0906c0ac6022,No,Convert gp2→gp3
013612877090,us-west-2,vol-0d5d91ec7cbe6ab25,,Prod,gp2,20,100,0,in-use,Yes,i-0b5e05ca289d955f1,,/dev/xvda,Root/Internal,,,,Yes,arn:aws:kms:us-west-2:013612877090:key/c76fc31f-7d52-4fe0-b884-0906c0ac6022,No,Convert gp2→gp3
013612877090,us-west-2,vol-04e6f5eafe90f267a,,Prod,gp2,20,100,0,in-use,Yes,i-0eeee7d4c04e088b3,,/dev/xvda,Root/Internal,,,,Yes,arn:aws:kms:us-west-2:013612877090:key/c76fc31f-7d52-4fe0-b884-0906c0ac6022,No,Convert gp2→gp3
013612877090,us-west-2,vol-08d07ffc329c3320b,,Prod,gp2,50,150,0,in-use,Yes,i-05b5145ba588a7324,,/dev/sda1,Root/Internal,,,,Yes,arn:aws:kms:us-west-2:013612877090:key/c76fc31f-7d52-4fe0-b884-0906c0ac6022,No,Convert gp2→gp3
013612877090,us-west-2,vol-0655e87ca0afed986,,Prod,gp2,8,100,0,in-use,Yes,i-0a6bef6dec9e63935,,/dev/xvdbb,Data/External,,,,Yes,arn:aws:kms:us-west-2:013612877090:key/c76fc31f-7d52-4fe0-b884-0906c0ac6022,No,Convert gp2→gp3
013612877090,us-west-2,vol-042e74db348487f8f,,Prod,gp2,20,100,0,in-use,Yes,i-0ea870f10715452ca,,/dev/xvda,Root/Internal,,,,Yes,arn:aws:kms:us-west-2:013612877090:key/c76fc31f-7d52-4fe0-b884-0906c0ac6022,No,Convert gp2→gp3
013612877090,us-west-2,vol-0c4f6e5912fd14de1,,Prod,gp2,30,100,0,available,No,,,,Unattached,,,,Yes,arn:aws:kms:us-west-2:013612877090:key/c76fc31f-7d52-4fe0-b884-0906c0ac6022,No,Convert gp2→gp3
013612877090,us-west-2,vol-063aacda7bc73ace2,,Prod,gp2,2,100,0,available,No,,,,Unattached,,,,Yes,arn:aws:kms:us-west-2:013612877090:key/c76fc31f-7d52-4fe0-b884-0906c0ac6022,No,Convert gp2→gp3
013612877090,us-west-2,vol-0f11fdfbb01a967d4,,Prod,gp2,2,100,0,available,No,,,,Unattached,,,,Yes,arn:aws:kms:us-west-2:013612877090:key/c76fc31f-7d52-4fe0-b884-0906c0ac6022,No,Convert gp2→gp3
013612877090,us-west-2,vol-0776961ce5d6d328e,,Prod,gp2,8,100,0,in-use,Yes,i-0cf44d614d3181f57,,/dev/xvdba,Data/External,,,,Yes,arn:aws:kms:us-west-2:013612877090:key/c76fc31f-7d52-4fe0-b884-0906c0ac6022,No,Convert gp2→gp3
013612877090,us-west-2,vol-0de4c0990efe883c2,,Prod,gp3,100,3000,125,in-use,Yes,i-0240c9bbaa797b29f,dev-dealdashboard-250612,/dev/xvda,Root/Internal,,,,Yes,arn:aws:kms:us-west-2:013612877090:key/c76fc31f-7d52-4fe0-b884-0906c0ac6022,No,Keep as is
