account_id,region,volume_id,volume_name,environment,volume_type,size_gb,iops_provisioned,throughput_mbps,state,is_attached,attached_instance_id,attached_instance_name,attachment_device,volume_classification,latest_snapshot_id,latest_snapshot_time,days_since_last_snapshot,encrypted,kms_key_id,multi_attach_enabled,rightsizing_recommendation
145462881720,us-east-1,vol-0012e1f083c10f270,staging-eks134-ng-1,Prod,gp3,200,3000,125,in-use,Yes,i-0da3b49b961a43a11,staging-eks134-ng-1,/dev/xvda,Root/Internal,,,,Yes,arn:aws:kms:us-east-1:145462881720:key/b2b86315-d523-4f82-a171-283b4266eaaa,No,Keep as is
145462881720,us-east-1,vol-00b5c8be99d29c7c6,staging-eks134-ng-2,Prod,gp3,200,3000,125,in-use,Yes,i-076a5ffa88a0c5352,staging-eks134-ng-2,/dev/xvda,Root/Internal,,,,Yes,arn:aws:kms:us-east-1:145462881720:key/b2b86315-d523-4f82-a171-283b4266eaaa,No,Keep as is
145462881720,us-east-1,vol-0679ef327084a5824,staging-eks128-ng-1,Prod,gp3,200,3000,125,in-use,Yes,i-077e8fd7cca869147,staging-eks128-ng-1,/dev/xvda,Root/Internal,,,,Yes,arn:aws:kms:us-east-1:145462881720:key/b2b86315-d523-4f82-a171-283b4266eaaa,No,Keep as is
145462881720,us-east-1,vol-0ee39bbe4c43f23eb,staging-eks128-ng-1,Prod,gp3,200,3000,125,in-use,Yes,i-037e60e6d6d94b3a0,staging-eks128-ng-1,/dev/xvda,Root/Internal,,,,Yes,arn:aws:kms:us-east-1:145462881720:key/b2b86315-d523-4f82-a171-283b4266eaaa,No,Keep as is
145462881720,us-east-1,vol-01e6f3a0f0452b4ba,staging-eks134-ng-1,Prod,gp3,200,3000,125,in-use,Yes,i-0f800f69a08ca6f43,staging-eks134-ng-1,/dev/xvda,Root/Internal,,,,Yes,arn:aws:kms:us-east-1:145462881720:key/b2b86315-d523-4f82-a171-283b4266eaaa,No,Keep as is
145462881720,us-east-1,vol-0a2bb6753889fce99,cortado-qa-eks-129-dynamic-pvc-83d4335a-535f-482e-ba04-e62ace4744ab,Prod,gp3,1,3000,125,available,No,,,,Unattached,,,,No,,No,Keep as is
145462881720,us-east-1,vol-0775b5045ed3f4455,,Prod,gp2,10,100,0,in-use,Yes,i-081452c5861de024c,staging-eks128-ng-2,/dev/xvdaa,Data/External,,,,No,,No,Convert gp2→gp3
145462881720,us-east-1,vol-07c57aec893933094,staging-eks134-ng-1,Prod,gp3,200,3000,125,in-use,Yes,i-036ab030dad3a4eb3,staging-eks134-ng-1,/dev/xvda,Root/Internal,,,,Yes,arn:aws:kms:us-east-1:145462881720:key/b2b86315-d523-4f82-a171-283b4266eaaa,No,Keep as is
145462881720,us-east-1,vol-08fc9fc3b73babe5f,,Prod,gp2,8,100,0,in-use,Yes,i-01e821adf38adfb9c,staging-bastion-node-0,/dev/xvda,Root/Internal,,,,No,,No,Convert gp2→gp3
145462881720,us-east-1,vol-019249ca454fc5635,,Prod,gp2,200,600,0,in-use,Yes,i-028d73ecadf6de719,staging-muhimbi-node-0,/dev/sda1,Root/Internal,,,,No,,No,Convert gp2→gp3
145462881720,us-east-1,vol-05c11061274c25aed,cortado-qa-eks-129-dynamic-pvc-8774f969-d577-45de-b63d-97f81899ea3f,Prod,gp3,1,3000,125,available,No,,,,Unattached,,,,No,,No,Keep as is
145462881720,us-east-1,vol-0c20a031f89a2c38b,staging-eks128-ng-2,Prod,gp3,200,3000,125,in-use,Yes,i-0777b5e13f8d5e803,staging-eks128-ng-2,/dev/xvda,Root/Internal,,,,Yes,arn:aws:kms:us-east-1:145462881720:key/b2b86315-d523-4f82-a171-283b4266eaaa,No,Keep as is
145462881720,us-east-1,vol-06f4c661236d72b8a,qa-eks134-ng-2,Prod,gp3,100,3000,125,in-use,Yes,i-03db3450af02422ce,qa-eks134-ng-2,/dev/xvda,Root/Internal,,,,Yes,arn:aws:kms:us-east-1:145462881720:key/b2b86315-d523-4f82-a171-283b4266eaaa,No,Keep as is
145462881720,us-east-1,vol-0330206b18febf593,cortado-dev-eks-129-dynamic-pvc-cc9fb5ee-0fe8-4551-8ad0-d61f326af7fe,Prod,gp3,1,3000,125,available,No,,,,Unattached,,,,No,,No,Keep as is
145462881720,us-east-1,vol-09a52485ff2e93c90,,Prod,gp2,5,100,0,in-use,Yes,i-0fc141347c79d5891,staging-eks128-ng-2,/dev/xvdaa,Data/External,,,,No,,No,Convert gp2→gp3
145462881720,us-east-1,vol-0192feba741741b35,staging-eks134-ng-2,Prod,gp3,200,3000,125,in-use,Yes,i-00486f4390510fddc,staging-eks134-ng-2,/dev/xvda,Root/Internal,,,,Yes,arn:aws:kms:us-east-1:145462881720:key/b2b86315-d523-4f82-a171-283b4266eaaa,No,Keep as is
