account_id,region,instance_id,instance_name,environment,state,platform,instance_type,instance_family,vcpu_count,cpu_architecture,launch_time,days_since_launch,root_volume_size_gb,root_volume_type,has_instance_store,private_ips,public_ip,subnet_id,vpc_id,security_group_ids,autoscaling_group_name,avg_cpu_30d,cpu_data_points_count_30d,purchase_option,rightsizing_action,recommended_instance_type,recommendation_reason,ami_id,ami_name,ami_description,ami_creation_date,ami_age_days,ami_owner_id,ami_owner_alias,ami_platform,ami_platform_details,ami_architecture,ami_virtualization_type,ami_hypervisor,ami_state,ami_image_type,ami_root_device_type,ami_root_device_name,ami_sriov_net_support,ami_ena_support,ami_tpm_support,ami_boot_mode,ami_imds_support,ami_deprecation_time,ami_is_public,ami_category,ami_security_risk_level,ami_security_risk_reasons,ami_compliance_status,ami_update_recommendation,ami_block_device_count,ami_block_devices_details,ami_tags_count,ami_tags_details,ami_usage_operation,ami_image_location
15815251546,us-west-2,i-0b247eb5fc04944e3,chmigration,Prod,stopped,Linux/Unix,t2.medium,t2,2,x86_64,2023-12-13 02:27:29,722,25,gp3,No,10.3.2.156,,subnet-07a94fcb07285b09b,vpc-0b045a37ce0d8209a,sg-0f56eaddc1ef40140,,,0,OnDemand,NoData,t2.medium,Insufficient CloudWatch data,ami-093467ec28ae4fe03,al2023-ami-2023.2.20231113.0-kernel-6.1-x86_64,Amazon Linux 2023 AMI 2023.2.20231113.0 x86_64 HVM kernel-6.1,2023-11-10T20:14:48.000Z,767,137112412989,amazon,Linux/Unix,Linux/UNIX,x86_64,hvm,xen,available,machine,ebs,/dev/xvda,simple,True,Unknown,uefi-preferred,v2.0,2024-02-08T20:15:00.000Z,True,Amazon Linux,High,AMI is 767 days old (>1 year); Public AMI - verify source; AMI is deprecated,Non-Compliant: Deprecated AMI,URGENT: Replace deprecated AMI immediately,1,/dev/xvda:gp3:8GB:Unencrypted,0,No tags,RunInstances,amazon/al2023-ami-2023.2.20231113.0-kernel-6.1-x86_64
15815251546,us-west-2,i-04d511a0c8d01d5cd,bgreen-dev,Prod,stopped,Linux/Unix,t3.large,t3,2,x86_64,2024-09-27 00:15:56,433,8,gp2,No,10.3.1.55,,subnet-08dbd709f10b8b3a7,vpc-0b045a37ce0d8209a,sg-0cd89c5e34742b86d,,,0,OnDemand,NoData,t3.large,Insufficient CloudWatch data,ami-0f996e21f62f8f838,amzn2-x86_64-MATEDE_DOTNET-2024.06.19,".NET Core 7, Mono 6.12, PowerShell 7, and MATE DE pre-installed to run your .NET applications on Amazon Linux 2 with Long Term Support (LTS).",2024-06-20T00:07:29.000Z,545,526746638873,amazon,Linux/Unix,Linux/UNIX,x86_64,hvm,xen,available,machine,ebs,/dev/xvda,simple,True,Unknown,Unknown,Unknown,2026-06-20T00:07:29.000Z,True,Amazon Linux,High,AMI is 545 days old (>1 year); Public AMI - verify source; Third-party AMI owner: 526746638873; AMI is deprecated; Not using IMDSv2 (Instance Metadata Service v2),Non-Compliant: Deprecated AMI,URGENT: Replace deprecated AMI immediately,1,/dev/xvda:gp2:8GB:Unencrypted,0,No tags,RunInstances,amazon/amzn2-x86_64-MATEDE_DOTNET-2024.06.19
15815251546,us-west-2,i-0efe0d80326bc975a,prod-ods-250612,Prod,running,Linux/Unix,c7i-flex.8xlarge,c7i-flex,32,x86_64,2025-11-01 00:43:06,33,8,gp3,No,10.3.44.4,,subnet-04c7806de3a0a56a8,vpc-0b045a37ce0d8209a,sg-004da90c7a72525b9,,2.82,721,OnDemand,Downsize,c7i-flex.8xlarge,Low CPU (2.8%) but no smaller type available,ami-0775c09d015da3f73,debian-12-amd64-20250530-2128,Debian 12 (20250530-2128),2025-05-30T15:05:43.000Z,200,136693071363,amazon,Linux/Unix,Linux/UNIX,x86_64,hvm,xen,available,machine,ebs,/dev/xvda,simple,True,Unknown,Unknown,Unknown,2027-05-30T15:05:43.000Z,True,Debian,High,AMI is 200 days old (>6 months); Public AMI - verify source; Third-party AMI owner: 136693071363; AMI is deprecated; Not using IMDSv2 (Instance Metadata Service v2),Non-Compliant: Deprecated AMI,URGENT: Replace deprecated AMI immediately,1,/dev/xvda:gp3:8GB:Unencrypted,0,No tags,RunInstances,amazon/debian-12-amd64-20250530-2128
15815251546,us-west-2,i-012fb33e9e562c720,prod-dealdashboard-250612,Prod,running,Linux/Unix,t3.xlarge,t3,4,x86_64,2025-09-28 14:55:43,67,100,gp3,No,10.3.45.4,,subnet-04c7806de3a0a56a8,vpc-0b045a37ce0d8209a,sg-0f5254d89a4ab6e7d,,3.32,721,OnDemand,Downsize,t3.large,Low CPU utilization (3.3%),ami-0775c09d015da3f73,debian-12-amd64-20250530-2128,Debian 12 (20250530-2128),2025-05-30T15:05:43.000Z,200,136693071363,amazon,Linux/Unix,Linux/UNIX,x86_64,hvm,xen,available,machine,ebs,/dev/xvda,simple,True,Unknown,Unknown,Unknown,2027-05-30T15:05:43.000Z,True,Debian,High,AMI is 200 days old (>6 months); Public AMI - verify source; Third-party AMI owner: 136693071363; AMI is deprecated; Not using IMDSv2 (Instance Metadata Service v2),Non-Compliant: Deprecated AMI,URGENT: Replace deprecated AMI immediately,1,/dev/xvda:gp3:8GB:Unencrypted,0,No tags,RunInstances,amazon/debian-12-amd64-20250530-2128
15815251546,us-west-2,i-0cd81e287b076d11f,prod-pup-250929,Prod,running,Linux/Unix,t3.small,t3,2,x86_64,2025-09-29 17:39:45,66,100,gp3,No,10.3.40.134,,subnet-04c7806de3a0a56a8,vpc-0b045a37ce0d8209a,sg-0fca91ff94099cfc7,,0.74,721,OnDemand,Downsize,t3.micro,Low CPU utilization (0.7%),ami-07b2d881c67e4c30e,debian-12-amd64-20250923-2244,Debian 12 (20250923-2244),2025-09-24T13:54:35.000Z,83,136693071363,amazon,Linux/Unix,Linux/UNIX,x86_64,hvm,xen,available,machine,ebs,/dev/xvda,simple,True,Unknown,Unknown,Unknown,2027-09-24T13:54:35.000Z,True,Debian,High,Public AMI - verify source; Third-party AMI owner: 136693071363; AMI is deprecated; Not using IMDSv2 (Instance Metadata Service v2),Non-Compliant: Deprecated AMI,URGENT: Replace deprecated AMI immediately,1,/dev/xvda:gp3:8GB:Unencrypted,0,No tags,RunInstances,amazon/debian-12-amd64-20250923-2244
15815251546,us-west-2,i-0eda689e57b82505a,,Prod,running,Linux/Unix,t3.xlarge,t3,4,x86_64,2025-11-26 18:09:58,8,20,gp2,No,"10.3.41.138,10.3.46.129,10.3.40.233",,subnet-04c7806de3a0a56a8,vpc-0b045a37ce0d8209a,"sg-0e9f7f85562c65232,sg-049d38ca6c81c6163",eks-prod-nodes-21-t3-xlarge-eeca8fdf-46dd-34be-b68b-ffc78390fe3f,11.02,195,OnDemand,Downsize,t3.large,Low CPU utilization (11.0%),Unknown,Could not retrieve AMI ID,Could not retrieve AMI ID,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,False,Unknown,Unknown,Unknown,Unknown,False,Unknown,Unknown,Could not retrieve AMI ID,Unknown,Could not retrieve AMI ID,0,Unknown,0,Unknown,Unknown,Unknown
15815251546,us-west-2,i-090a0e09659cc9c8e,,Prod,running,Linux/Unix,t3.xlarge,t3,4,x86_64,2025-11-26 18:54:24,8,20,gp2,No,"10.3.40.164,10.3.41.15",,subnet-04c7806de3a0a56a8,vpc-0b045a37ce0d8209a,"sg-0e9f7f85562c65232,sg-049d38ca6c81c6163",eks-prod-nodes-21-t3-xlarge-eeca8fdf-46dd-34be-b68b-ffc78390fe3f,6.67,194,OnDemand,Downsize,t3.large,Low CPU utilization (6.7%),Unknown,Could not retrieve AMI ID,Could not retrieve AMI ID,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,False,Unknown,Unknown,Unknown,Unknown,False,Unknown,Unknown,Could not retrieve AMI ID,Unknown,Could not retrieve AMI ID,0,Unknown,0,Unknown,Unknown,Unknown
15815251546,us-west-2,i-0c311c03040874b2a,prod-muhimbi-node-1,Prod,running,windows,c3.xlarge,c3,4,x86_64,2025-09-25 02:49:58,70,75,gp2,No,10.3.24.38,52.12.112.161,subnet-067067da130c8ddf8,vpc-0b045a37ce0d8209a,sg-0182f8319f9593a4a,,0.4,721,OnDemand,Downsize,c3.xlarge,Low CPU (0.4%) but no smaller type available,ami-0e16ae01e5f215f61,Windows_Server-2022-English-Full-SQL_2022_Standard-2025.09.10,Microsoft Windows Server 2022 Full Locale English with SQL Standard 2022 AMI provided by Amazon,2025-09-12T04:05:56.000Z,95,801119661308,amazon,windows,Windows with SQL Server Standard,x86_64,hvm,xen,available,machine,ebs,/dev/sda1,simple,True,Unknown,Unknown,Unknown,2027-09-12T04:05:56.000Z,True,Windows,High,Public AMI - verify source; Third-party AMI owner: 801119661308; AMI is deprecated; Not using IMDSv2 (Instance Metadata Service v2),Non-Compliant: Deprecated AMI,URGENT: Replace deprecated AMI immediately,27,/dev/sda1:gp2:75GB:Unencrypted; xvdca:Unknown; xvdcb:Unknown; xvdcc:Unknown; xvdcd:Unknown; xvdce:Unknown; xvdcf:Unknown; xvdcg:Unknown; xvdch:Unknown; xvdci:Unknown; xvdcj:Unknown; xvdck:Unknown; xvdcl:Unknown; xvdcm:Unknown; xvdcn:Unknown; xvdco:Unknown; xvdcp:Unknown; xvdcq:Unknown; xvdcr:Unknown; xvdcs:Unknown; xvdct:Unknown; xvdcu:Unknown; xvdcv:Unknown; xvdcw:Unknown; xvdcx:Unknown; xvdcy:Unknown; xvdcz:Unknown,0,No tags,RunInstances:0006,amazon/Windows_Server-2022-English-Full-SQL_2022_Standard-2025.09.10
15815251546,us-west-2,i-09e771a492ee7b083,prod-muhimbi-node-0,Prod,running,windows,c3.xlarge,c3,4,x86_64,2025-09-25 02:49:58,70,75,gp2,No,10.3.13.98,34.216.180.132,subnet-0ea49af329a23159c,vpc-0b045a37ce0d8209a,sg-0182f8319f9593a4a,,0.41,721,OnDemand,Downsize,c3.xlarge,Low CPU (0.4%) but no smaller type available,ami-0e16ae01e5f215f61,Windows_Server-2022-English-Full-SQL_2022_Standard-2025.09.10,Microsoft Windows Server 2022 Full Locale English with SQL Standard 2022 AMI provided by Amazon,2025-09-12T04:05:56.000Z,95,801119661308,amazon,windows,Windows with SQL Server Standard,x86_64,hvm,xen,available,machine,ebs,/dev/sda1,simple,True,Unknown,Unknown,Unknown,2027-09-12T04:05:56.000Z,True,Windows,High,Public AMI - verify source; Third-party AMI owner: 801119661308; AMI is deprecated; Not using IMDSv2 (Instance Metadata Service v2),Non-Compliant: Deprecated AMI,URGENT: Replace deprecated AMI immediately,27,/dev/sda1:gp2:75GB:Unencrypted; xvdca:Unknown; xvdcb:Unknown; xvdcc:Unknown; xvdcd:Unknown; xvdce:Unknown; xvdcf:Unknown; xvdcg:Unknown; xvdch:Unknown; xvdci:Unknown; xvdcj:Unknown; xvdck:Unknown; xvdcl:Unknown; xvdcm:Unknown; xvdcn:Unknown; xvdco:Unknown; xvdcp:Unknown; xvdcq:Unknown; xvdcr:Unknown; xvdcs:Unknown; xvdct:Unknown; xvdcu:Unknown; xvdcv:Unknown; xvdcw:Unknown; xvdcx:Unknown; xvdcy:Unknown; xvdcz:Unknown,0,No tags,RunInstances:0006,amazon/Windows_Server-2022-English-Full-SQL_2022_Standard-2025.09.10
15815251546,us-west-2,i-067eb2e1210af5ad5,,Prod,running,Linux/Unix,t3.xlarge,t3,4,x86_64,2025-11-26 17:33:32,8,20,gp2,No,"10.3.27.194,10.3.26.199,10.3.29.103",,subnet-067067da130c8ddf8,vpc-0b045a37ce0d8209a,"sg-0e9f7f85562c65232,sg-049d38ca6c81c6163",eks-prod-nodes-21-t3-xlarge-eeca8fdf-46dd-34be-b68b-ffc78390fe3f,8.79,196,OnDemand,Downsize,t3.large,Low CPU utilization (8.8%),Unknown,Could not retrieve AMI ID,Could not retrieve AMI ID,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,False,Unknown,Unknown,Unknown,Unknown,False,Unknown,Unknown,Could not retrieve AMI ID,Unknown,Could not retrieve AMI ID,0,Unknown,0,Unknown,Unknown,Unknown
