account_id,region,instance_id,instance_name,environment,state,platform,instance_type,instance_family,vcpu_count,cpu_architecture,launch_time,days_since_launch,root_volume_size_gb,root_volume_type,has_instance_store,private_ips,public_ip,subnet_id,vpc_id,security_group_ids,autoscaling_group_name,avg_cpu_30d,cpu_data_points_count_30d,purchase_option,rightsizing_action,recommended_instance_type,recommendation_reason
145462881720,us-east-1,i-01e821adf38adfb9c,staging-bastion-node-0,Prod,running,Linux/Unix,t2.small,t2,1,x86_64,2022-10-04 15:59:48,1157,8,gp2,No,10.0.193.234,107.22.140.11,subnet-0504defd48bd22a1a,vpc-0a4a0a0a4988653fc,sg-0007609b1ad5fb03f,,3.29,720,OnDemand,Downsize,t2.micro,Low CPU utilization (3.3%)
145462881720,us-east-1,i-028d73ecadf6de719,staging-muhimbi-node-0,Prod,running,windows,t2.medium,t2,2,x86_64,2024-08-14 16:54:32,477,200,gp2,No,10.0.18.208,3.89.57.85,subnet-0caeec991303eb698,vpc-0a4a0a0a4988653fc,sg-03cd877623f21072f,,1.14,720,OnDemand,Downsize,t2.small,Low CPU utilization (1.1%)
145462881720,us-east-1,i-0a8c6d3da7058346a,staging-muhimbi-node-1,Prod,running,windows,t2.medium,t2,2,x86_64,2022-11-28 18:45:53,1102,200,gp3,No,10.0.107.248,54.161.124.3,subnet-02f135b3a37e62728,vpc-0a4a0a0a4988653fc,sg-03cd877623f21072f,,3.30,720,OnDemand,Downsize,t2.small,Low CPU utilization (3.3%)
145462881720,us-east-1,i-0283c8394b7dac06e,qa-bastion-node,NonProd,running,Linux/Unix,t3.medium,t3,2,x86_64,2024-04-30 13:18:31,583,8,gp2,No,10.0.218.161,54.227.68.114,subnet-0cd64020e5260297f,vpc-01282ac99e67887c4,sg-05cf9de4820048a52,,0.10,720,OnDemand,Downsize,t3.small,Low CPU utilization (0.1%)
145462881720,us-east-1,i-0777b5e13f8d5e803,staging-eks128-ng-2,Prod,running,Linux/Unix,c4.2xlarge,c4,8,x86_64,2025-01-08 15:35:09,330,200,gp3,No,"10.0.96.9,10.0.116.228",,subnet-02f135b3a37e62728,vpc-0a4a0a0a4988653fc,"sg-0ff2f447ad547ad1a,sg-04933bb25704d6827,sg-0351c852fe369f9cc",eks-staging-eks128-ng-2-2023100220042309770000001c-6cc578fe-f32b-9aec-fe42-32c26a6b022b,1.56,720,OnDemand,Downsize,c4.xlarge,Low CPU utilization (1.6%)
145462881720,us-east-1,i-081452c5861de024c,staging-eks128-ng-2,Prod,running,Linux/Unix,c4.2xlarge,c4,8,x86_64,2025-01-08 15:33:39,330,200,gp3,No,"10.0.36.49,10.0.26.81",,subnet-0caeec991303eb698,vpc-0a4a0a0a4988653fc,"sg-0ff2f447ad547ad1a,sg-04933bb25704d6827,sg-0351c852fe369f9cc",eks-staging-eks128-ng-2-2023100220042309770000001c-6cc578fe-f32b-9aec-fe42-32c26a6b022b,1.89,720,OnDemand,Downsize,c4.xlarge,Low CPU utilization (1.9%)
145462881720,us-east-1,i-0ce3ab3dcbd8f6c4d,staging-eks128-ng-1,Prod,running,Linux/Unix,c4.2xlarge,c4,8,x86_64,2025-01-09 21:09:03,328,200,gp3,No,"10.0.20.128,10.0.55.78",,subnet-0caeec991303eb698,vpc-0a4a0a0a4988653fc,"sg-0ff2f447ad547ad1a,sg-08195448a3766d145,sg-0e0f9059b00c65a78",eks-staging-eks128-ng-1-2023100220042309610000001a-70c578fe-f324-6e2c-1cc9-7ec3ba3c0d0f,3.36,720,OnDemand,Downsize,c4.xlarge,Low CPU utilization (3.4%)
145462881720,us-east-1,i-0ef7183c1be371ffa,staging-eks128-ng-2,Prod,running,Linux/Unix,c4.2xlarge,c4,8,x86_64,2025-01-08 15:37:01,330,200,gp3,No,"10.0.164.47,10.0.158.156",,subnet-07ef52b50e5ceec5d,vpc-0a4a0a0a4988653fc,"sg-0ff2f447ad547ad1a,sg-04933bb25704d6827,sg-0351c852fe369f9cc",eks-staging-eks128-ng-2-2023100220042309770000001c-6cc578fe-f32b-9aec-fe42-32c26a6b022b,1.75,720,OnDemand,Downsize,c4.xlarge,Low CPU utilization (1.7%)
145462881720,us-east-1,i-0fc141347c79d5891,staging-eks128-ng-2,Prod,running,Linux/Unix,c4.2xlarge,c4,8,x86_64,2025-01-08 15:39:15,330,200,gp3,No,"10.0.189.61,10.0.135.36",,subnet-07ef52b50e5ceec5d,vpc-0a4a0a0a4988653fc,"sg-0ff2f447ad547ad1a,sg-04933bb25704d6827,sg-0351c852fe369f9cc",eks-staging-eks128-ng-2-2023100220042309770000001c-6cc578fe-f32b-9aec-fe42-32c26a6b022b,2.49,720,OnDemand,Downsize,c4.xlarge,Low CPU utilization (2.5%)
145462881720,us-east-1,i-037e60e6d6d94b3a0,staging-eks128-ng-1,Prod,running,Linux/Unix,c4.2xlarge,c4,8,x86_64,2025-01-09 21:13:05,328,200,gp3,No,"10.0.47.239,10.0.33.77",,subnet-0caeec991303eb698,vpc-0a4a0a0a4988653fc,"sg-0ff2f447ad547ad1a,sg-08195448a3766d145,sg-0e0f9059b00c65a78",eks-staging-eks128-ng-1-2023100220042309610000001a-70c578fe-f324-6e2c-1cc9-7ec3ba3c0d0f,1.80,720,OnDemand,Downsize,c4.xlarge,Low CPU utilization (1.8%)
