account_id,region,instance_id,instance_name,environment,state,platform,instance_type,instance_family,vcpu_count,cpu_architecture,launch_time,days_since_launch,root_volume_size_gb,root_volume_type,has_instance_store,private_ips,public_ip,subnet_id,vpc_id,security_group_ids,autoscaling_group_name,avg_cpu_30d,cpu_data_points_count_30d,purchase_option,rightsizing_action,recommended_instance_type,recommendation_reason
946447852237,us-east-1,i-072cfc3d826e32b41,production-muhimbi-node-1,Prod,running,windows,c3.xlarge,c3,4,x86_64,2023-07-27 18:59:56,861,200,gp2,No,10.0.110.84,3.84.125.81,subnet-0eb3c51599b97be86,vpc-03c8bd648fd8cf35d,sg-032f8f573bd80e15d,,1.06,721,OnDemand,Downsize,c3.xlarge,Low CPU (1.1%) but no smaller type available
946447852237,us-east-1,i-003db9cf5ac1ca620,production-muhimbi-node-0,Prod,stopped,windows,c3.xlarge,c3,4,x86_64,2023-07-27 19:02:49,861,200,gp2,No,10.0.49.122,,subnet-0721f480b42a12ff1,vpc-03c8bd648fd8cf35d,sg-032f8f573bd80e15d,,,0,OnDemand,NoData,c3.xlarge,Insufficient CloudWatch data
946447852237,us-east-1,i-085667f918d2952d6,production-bastion-node-0,Prod,running,Linux/Unix,t2.small,t2,1,x86_64,2022-10-21 16:52:50,1140,8,gp2,No,10.0.195.238,3.88.196.117,subnet-041ba87173ddbbf5e,vpc-03c8bd648fd8cf35d,sg-0eb90539898d02b13,,2.29,721,OnDemand,Downsize,t2.micro,Low CPU utilization (2.3%)
946447852237,us-east-1,i-0f6c6c758cd7100f4,production-eks128-ng-2,Prod,running,Linux/Unix,m5.4xlarge,m5,16,x86_64,2023-10-16 17:25:24,780,200,gp3,No,"10.0.48.179,10.0.59.32",,subnet-0721f480b42a12ff1,vpc-03c8bd648fd8cf35d,"sg-0c7e63eb1ebd95da2,sg-02d5b30f3cc69ee22,sg-048067f4130e787a8",eks-production-eks128-ng-2-2023101617243138310000001a-b0c59cc2-494c-f95d-cd00-440ceb187c3d,1.19,721,OnDemand,Downsize,m5.2xlarge,Low CPU utilization (1.2%)
946447852237,us-east-1,i-02cd0f7feea1dffcf,production-eks128-ng-1,Prod,running,Linux/Unix,m5.4xlarge,m5,16,x86_64,2023-10-16 17:25:21,780,200,gp3,No,"10.0.10.89,10.0.32.26",,subnet-0721f480b42a12ff1,vpc-03c8bd648fd8cf35d,"sg-0ff775bada7f3abca,sg-0dee5fe24fcc4854d,sg-048067f4130e787a8",eks-production-eks128-ng-1-2023101617243138330000001c-92c59cc2-494b-28b5-de7c-358e5424e550,1.17,721,OnDemand,Downsize,m5.2xlarge,Low CPU utilization (1.2%)
946447852237,us-east-1,i-00a6e2a15b3fb1904,production-eks128-ng-2,Prod,running,Linux/Unix,m5.4xlarge,m5,16,x86_64,2023-10-16 17:25:24,780,200,gp3,No,"10.0.158.218,10.0.189.246",,subnet-0e2f425dfc76048b2,vpc-03c8bd648fd8cf35d,"sg-0c7e63eb1ebd95da2,sg-02d5b30f3cc69ee22,sg-048067f4130e787a8",eks-production-eks128-ng-2-2023101617243138310000001a-b0c59cc2-494c-f95d-cd00-440ceb187c3d,0.86,721,OnDemand,Downsize,m5.2xlarge,Low CPU utilization (0.9%)
946447852237,us-east-1,i-0ecf15b423fe7f783,production-eks128-ng-1,Prod,running,Linux/Unix,m5.4xlarge,m5,16,x86_64,2023-10-16 17:25:21,780,200,gp3,No,"10.0.129.149,10.0.164.32",,subnet-0e2f425dfc76048b2,vpc-03c8bd648fd8cf35d,"sg-0ff775bada7f3abca,sg-0dee5fe24fcc4854d,sg-048067f4130e787a8",eks-production-eks128-ng-1-2023101617243138330000001c-92c59cc2-494b-28b5-de7c-358e5424e550,2.79,721,OnDemand,Downsize,m5.2xlarge,Low CPU utilization (2.8%)
946447852237,us-east-1,i-06850070c870bd0bf,production-eks128-ng-2,Prod,running,Linux/Unix,m5.4xlarge,m5,16,x86_64,2023-10-16 17:25:24,780,200,gp3,No,"10.0.103.122,10.0.79.221",,subnet-0eb3c51599b97be86,vpc-03c8bd648fd8cf35d,"sg-0c7e63eb1ebd95da2,sg-02d5b30f3cc69ee22,sg-048067f4130e787a8",eks-production-eks128-ng-2-2023101617243138310000001a-b0c59cc2-494c-f95d-cd00-440ceb187c3d,1.34,721,OnDemand,Downsize,m5.2xlarge,Low CPU utilization (1.3%)
946447852237,us-east-1,i-019f15d6c23b88bd6,production-eks128-ng-1,Prod,running,Linux/Unix,m5.4xlarge,m5,16,x86_64,2023-10-16 17:25:21,780,200,gp3,No,"10.0.118.123,10.0.111.6",,subnet-0eb3c51599b97be86,vpc-03c8bd648fd8cf35d,"sg-0ff775bada7f3abca,sg-0dee5fe24fcc4854d,sg-048067f4130e787a8",eks-production-eks128-ng-1-2023101617243138330000001c-92c59cc2-494b-28b5-de7c-358e5424e550,1.46,721,OnDemand,Downsize,m5.2xlarge,Low CPU utilization (1.5%)
946447852237,us-east-1,i-0d28bbc2445048f7e,production-eks134-ng-1,Prod,running,Linux/Unix,m5.4xlarge,m5,16,x86_64,2025-11-18 02:11:47,16,200,gp3,No,"10.0.16.127,10.0.15.131",,subnet-0721f480b42a12ff1,vpc-03c8bd648fd8cf35d,"sg-0dee5fe24fcc4854d,sg-0df91fed11aec8a35,sg-00dd69dd9f6a8f0cc",eks-production-eks134-ng-1-2025111802110466710000000c-cacd4a5d-6cde-79f5-6019-8441d237a883,1.13,403,OnDemand,Downsize,m5.2xlarge,Low CPU utilization (1.1%)
